Zmin,Zmax,radius,to_check
3509.19829897196,11000,25.51811792255,All
1849.28363989624,3509.19829897196,20.4364992950066,All
721.627366997531,1849.28363989624,143.947062581819,All
-11000,-2734.53177253248,32.8246476434728,All
-2734.53177253248,-2144.25860502147,33.314928680145,All
-2144.25860502147,-1435.4621386666,336.743431647309,All
-1435.4621386666,-612.80108950708,368.383738068329,All
-612.80108950708,721.627366997531,634.822836804468,All
